file	segment	sent	Prompt	Thesis	dim3	dim4_Syntax	dim5
2020_MLa_33_2.docx	Thesis	In my opinion, for someone watching such content could be a crucial part of their life.					H
2020_MLa_33_2.docx	Thesis	This essay will represent a few reasons why wathcing sports is not a wasting of time.					L
2020_MLa_33_2.docx	Argument	First of all, there is a large number of people who have deicided to make sports the part of their career.					H
2020_MLa_33_2.docx	Elaboration	 Undoubtedly, that category of society have to watch a lot of content and visit sport games to be in touch with currunt news and updates in the world of professional sport and fitness.					H
2020_MLa_33_2.docx	Elaboration	It could be either people for whome sports is their cumplosory work, for instance, judges, commenators, trainers, athlets, football players and other professionalists, or people who work in such fields as sport analytics or marketing and branding.					H
2020_MLa_33_2.docx	Argument	 Second of all, literally everybody has some specific hobbies they do in a free time after a general work or on holidays or weekends.					L
2020_MLa_33_2.docx	Elaboration	 Some people like reading or knitting, other enjoy physical activities, such as running and climbing.					L
2020_MLa_33_2.docx	Elaboration	Also, there are a large amount of people who prefer to watch sport content or visit a new game of their favorate football team.					L
2020_MLa_33_2.docx	Conclusion	To sum up, there is no reason to judge people who spend a vaste amount of time on watching sports.					H
2020_MLa_33_2.docx	Conclusion	"Personally, I do not like ""wasting"" time on a such content, basically because it is not in a field of my current interests."					L
2020_MLa_33_2.docx	Conclusion	However, all people are free to spend their time in a way they would enjoy it and not regret it.					L
2020_MLa_346_2.docx	Introductory material	Nowadays, watching sport for some people is just waisting time and there are many more usefull activities to do.					H
2020_MLa_346_2.docx	Thesis	In my opinion, watching sport on TV is trully waisting time, because it's more profitable to do sport not to watch.					H
2020_MLa_346_2.docx	Argument	On the one hand, people who really like sport, spends there time on doing it instead of wathcing.					H
2020_MLa_346_2.docx	Elaboration	In other words, it's better to practise you skills in some sport rather than watching other people doing it.					H
2020_MLa_346_2.docx	Elaboration	Furthermore, it's especially important for team sporrts for example hockey, because it also improves peoples communication skills, and it has bigger impact on person, than watching TV alone.					H
2020_MLa_346_2.docx	Argument	On the other hand, some people are ready to spend hours or even days to visit favourite sport event, which has no reason.					H
2020_MLa_346_2.docx	Elaboration	Sport events lasts for a long time.					H
2020_MLa_346_2.docx	Elaboration	Instead of losing the hole day on sport event, people could do some important things, like studying or working.					H
2020_MLa_346_2.docx	Elaboration	Moreover most of sport events are very expencive, it's not about wasting time, also about wasting money.					H
2020_MLa_346_2.docx	Elaboration	For instance, some footbal teams have to go to another cities or even countries to play with other teams and mostly loyal fans are ready to spend weeks and thousands of dollars to support them					H
2020_MLa_347_2.docx	Introductory material	These days watching sport events is gaining popularity.					H
2020_MLa_347_2.docx	Introductory material	Some people believe that watching such games is waste time, while others say that it is a good opportunity to spend time with their friends and making life healthier.					H
2020_MLa_347_2.docx	Thesis	In my opinion, watching games on TV or at live sports events has a lot of benefits.					H
2020_MLa_347_2.docx	Argument	First of all, sports events can help other people to learn many things such as cooperation, working in a team and leadearship.					H
2020_MLa_347_2.docx	Elaboration	Sports teams exhibit a level of team spirit and leadeship that can be apply in a daily life.					H
2020_MLa_347_2.docx	Elaboration	As an example, according to the earlier american research of human behaviour, about 23% of people who is watching games in their leisure times have an opportunity to make friends easily.					H
2020_MLa_347_2.docx	Argument	In addition, watching sport games with our close friends and family is a good possibility to spend time together.					H
2020_MLa_347_2.docx	Elaboration	For instance, when my family and I are watching some games, I feel that it brings my family closer due to cheering together.					H
2020_MLa_347_2.docx	Conclusion	Thus, watching sports has a lot of benefits that need in many fields of our life.					H
2020_MLa_347_2.docx	Argument	Secondly, sport often helps people to start doing some activity that help them to be more health and fit.					H
2020_MLa_347_2.docx	Argument	Also, it can help such people to get inspire and choose sports as their career.					H
2020_MLa_347_2.docx	Elaboration	This is examplified by the 60 per cent of famous runners in the United Kingdom who start do this activity because of watching cross-country competitions.					L
2020_MLa_347_2.docx	Elaboration	So, there is a plenty stories that inspired people to be health and good in sport games.					L
2020_MLa_347_2.docx	Conclusion	To conclude, watching sports events in leisure time have a lot of benefits such as an oppotunity to spend time with their inner circle, starting to be fit and choosing a career.					H
2020_MLa_347_2.docx	Conclusion	Eventually, watching sports games on TV or at live sports events can motivate people be better in a different ways.					H
2020_MLa_348_2.docx	Thesis	The author discuss the problem of procrastinating while you watch sport.					H
2020_MLa_348_2.docx	Thesis	I am totally disagree with this opinion.					L
2020_MLa_348_2.docx	Argument	The first reason I'd like to mention is that you can learn a lot while you looking at sportsman, how he cooperate with his team.					L
2020_MLa_348_2.docx	Elaboration	Equally important is that you gain some new knowledge about the game: new ways, interesting tricks.					H
2020_MLa_348_2.docx	Elaboration	Also I should say that teams exhibit a great level of a team spirit.					L
2020_MLa_348_2.docx	Argument	Usually normal people watch sports in their free time because it is a good way to relax after a hard day.					L
2020_MLa_348_2.docx	Elaboration	They love the game of their favourite team and try to support it.					L
2020_MLa_348_2.docx	Elaboration	For example, in Russia there are a huge number of fans of ice hockey game.					L
2020_MLa_348_2.docx	Elaboration	We have one of the strongest team in the world.					L
2020_MLa_348_2.docx	Argument	But on the other hand, spending time by watching game on digital devices could not be so effective for relax.					L
2020_MLa_348_2.docx	Elaboration	According to specialists form HSE this kind of activity does not help us because of monotonous work for our eyes.					L
2020_MLa_348_2.docx	Elaboration	So, it could be said that watching sport at home is a kind of waste of time.					L
2020_MLa_348_2.docx	Conclusion	To conclude I should say there is an old saying, but it common knowledge that it better to see at ones than hear a lot of time.					L
2020_MLa_348_2.docx	Conclusion	So if you a real fan or you just want to relax so welcome to see the game of your favourite team or even a one sportsman.					L
2020_MLa_349_2.docx	Introductory material	It is common beliefe that watching sports events is not usefull or valueable for people.					H
2020_MLa_349_2.docx	Thesis	I partly disagree with this statement, because a lot of people enjoing while they watch it and can feel them part of something bigger.					L
2020_MLa_349_2.docx	Introductory material	Althought that time can be used more smart by others and everyone can decide what better for him or her by himself or herself.					L
2020_MLa_349_2.docx	Introductory material	I believe, it can depend on a lot of reasons what to watch or do in a current time.					L
2020_MLa_349_2.docx	Argument	On the one hand, nowadays sports events become more fun and good for rest by families.					L
2020_MLa_349_2.docx	Elaboration	This activity can be liked by all relatives.					L
2020_MLa_349_2.docx	Elaboration	So, that is why they can spend time with each other and fascinate.					L
2020_MLa_349_2.docx	Elaboration	Also people who interested in sports can have exciting discussion about diffrent teams or strategeis and etc.					L
2020_MLa_349_2.docx	Elaboration	It is helpful for make strong relationships or meet a lot of new friends.					L
2020_MLa_349_2.docx	Argument	Moreover, if child like to watch some sports, it can provide him or her to make exercises and have a good body shape.					L
2020_MLa_349_2.docx	Elaboration	He or she can become a famous sportsman.					L
2020_MLa_349_2.docx	Argument	On the other hand, a lot of people do not realy interested in sports and they can think that they should not waste their time, because they can spend it for study or variaty and a lot of different important things in their lifes.					H
2020_MLa_349_2.docx	Elaboration	I can understand it, because I can rest much better while walking on a street and do not take care about my favorite football time for example.					L
2020_MLa_349_2.docx	Elaboration	However, a lot of other hobbies are in real.					L
2020_MLa_349_2.docx	Conclusion	In conclusion, there are a lot of different people and different views in our world and no one can tell you what you should do and for what you should spend your time.					L
2020_MLa_34_2.docx	Introductory material	Sports is very major part of our modern lifes.					H
2020_MLa_34_2.docx	Introductory material	Some people belive that watching sports on TV is a waste of time and much better do sports, but (DS) others think that it is very prohibite for human.					H
2020_MLa_34_2.docx	Thesis	 I am two minded on this quations and on this essay i give two oppinion for this problem.					L
2020_MLa_34_2.docx	Argument	On the one hand (DS), wathching sports is exellent and (DS) prohibited timespending.					L
2020_MLa_34_2.docx	Elaboration	 Firstly (DS), then you watch TV sports programm you can learn a lot of new informations and skills for your sports careere, for example (DS) when you watch sport you can do simillar moves.					H
2020_MLa_34_2.docx	Elaboration	I know a lot of sports programms which teaching peopple then they repeat axesises.					H
2020_MLa_34_2.docx	Elaboration	Secondly (DS), then you watch TV or live sports events in company, you can make new friends and have a good time.					L
2020_MLa_34_2.docx	Elaboration	For example (DS), in my city was many bars where people can meet each other and talk about their lives, jobs and at the same time watch sports programm.					H
2020_MLa_34_2.docx	Argument	But (DS) other think that watching sports is waste of time and (DS) do sports is more better for person.					H
2020_MLa_34_2.docx	Elaboration	 First (DS), do sports is more interesting and (DS) good for your helth.					H
2020_MLa_34_2.docx	Elaboration	Then (DS) you watch TV you can not make your life better, but then (DS) you go to gim you can get a lot of prohibits, for example (DS) then (DS) you swimm you make your body more masculine and (DS)  increase value of your immunitete.					H
2020_MLa_34_2.docx	Elaboration	Secondly (DS), then (DS) you do sports on sport center, you can make much more friends, when (DS) if (DS) you seat on the sport bars.					H
2020_MLa_34_2.docx	Elaboration	Many smart people go to the srorts centers, wheir (DS) can meet bissnes pertners or (DS) their future family, i mean husbad or wife, beacause (DS) sports centers have different sport events, like (DS) tournerse or (DS) competions, where (DS) take part many people.					H
2020_MLa_34_2.docx	Irrelevant	I think, that (DS) both vies is rigth for a part.					H
2020_MLa_34_2.docx	Irrelevant	In my mind (DS) watching TV and (DS) do sport have advantages, i like watching TV programs and do sports, because (DS) then (DS) you watch TV you can learn somethink new and get new skills.					L
2020_MLa_34_2.docx	Irrelevant	If (DS) i do sports i can make my body more sporty and helthy.					H
2020_MLa_34_2.docx	Conclusion	 In conclusion (DS), big part of people in the world have sports in their lives, some of their like watching live sports events, others like to do sports.					H
2020_MLa_34_2.docx	Conclusion	In my oppinion (DS) all people can do that they want, and (DS) both timespending is welll for our lifes.					L
2020_MLa_350_2.docx	Thesis	Nowadays some people believe, that watching sports events is a waste of time.					H
2020_MLa_350_2.docx	Thesis	Of course there are many men, who think else.					L
2020_MLa_350_2.docx	Thesis	In this essay I will discuss both views and give my opinion.					L
2020_MLa_350_2.docx	Argument	First of all, there are all many kinds of sports, which are not only interesting, but also are very intellectual.					L
2020_MLa_350_2.docx	Argument	People watch them to improve their skills, improve their thinking in different aspects of life.					L
2020_MLa_350_2.docx	Elaboration	The most obvious example of intellectual sport is chess.					L
2020_MLa_350_2.docx	Elaboration	A lot of people think, that this is not a sport, but it is actually very hard event for sportsman's brain and for his body.					H
2020_MLa_350_2.docx	Elaboration	When people watching chess not only to kill the time, but with diving in the action mentaly and thinking with both of players they can scignificantly improve their mind.					H
2020_MLa_350_2.docx	Argument	On the other hand there are many kind of sports which are boring, where the result is not depend of intellectual things, only on physical part of sportsman.					H
2020_MLa_350_2.docx	Elaboration	For example marathone.					L
2020_MLa_350_2.docx	Elaboration	There are no doubts, that this is one of the hardest kind of sports in the world.					L
2020_MLa_350_2.docx	Elaboration	The sportsmen, who take part in it are heroes, maybe even superheroes.					L
2020_MLa_350_2.docx	Elaboration	But if rationally look at this kind of sport this is only running.					L
2020_MLa_350_2.docx	Elaboration	And I believe, that watching 3 and a half hours on running people is obvious a waste of time.					H
2020_MLa_350_2.docx	Elaboration	There are many more useful things, which I prefer to do.					L
2020_MLa_350_2.docx	Conclusion	To sum up, there are many different kinds of sports: boring and interesting, stupid and intellectual, but I think watching sports is very good, because it brings so emotional moments to people's lifes, which they will never forget.					L
2020_MLa_351_2.docx	Introductory material	Nowadays lots of people are interested in sport and try to do sport or watch it on TV and support their favourite team.					H
2020_MLa_351_2.docx	Thesis	I believe that watching sport is a healthy and useful activity.					H
2020_MLa_351_2.docx	Thesis	In this essay I will focus on main arguments to support my point of view.					L
2020_MLa_351_2.docx	Introductory material	Many people do sports themselves, some of them do it when they have free time or just to keep fit but for others doing particular kind of sport is a job or they have a clear goal to achieve high level in it.					L
2020_MLa_351_2.docx	Introductory material	There are also people who can not do sports such as disabled people and the only opportunity they have to feel the atmosphere or pretend the sportmen themselves is watching sports on TV or alive on the stadium.					H
2020_MLa_351_2.docx	Argument	Anyway watching sports is useful as person can learn some skills and habits that professionals have and demonstrate.					H
2020_MLa_351_2.docx	Elaboration	Major of tennis coaches tell their students to watch big matches participating with tennis star plyers on TV or on the stadiums.					H
2020_MLa_351_2.docx	Argument	Watching sports makes people happy.					L
2020_MLa_351_2.docx	Elaboration	After a day at work people come home and can relax and give emotional rest for their brain.					L
2020_MLa_351_2.docx	Elaboration	Espessialy people who have a favourite team support it on every match, they stress and believe their team would win.					L
2020_MLa_351_2.docx	Elaboration	So when team wins, its fans are the happiest people in the world.					H
2020_MLa_351_2.docx	Elaboration	There is a research that proves that people supporting their favourite teams feel more satisfied and happy than people who just watch it or who are not even interested in it at all.					H
2020_MLa_351_2.docx	Conclusion	Coming to the conclusion, watching sports is a good and positive hobby and the way of spending time.					H
2020_MLa_351_2.docx	Conclusion	It is also a good way to relax and give your brain a chance to rest.					L
2020_MLa_351_2.docx	Conclusion	For young sportmen it is a very nice oppotrunity to see who prifessionals play and learn some skills.					L
2020_MLa_352_2.docx	Introductory material	Nowadays, sports are becoming more and more popular.					H
2020_MLa_352_2.docx	Thesis	Everyone has access to any sport event: you can watch it on TV for free or buy a ticket to visit the stadium, but there are people who truly believes this is a waste of time.					H
2020_MLa_352_2.docx	Thesis	Personally, I totally disagree with this point of view for several reasons.					L
2020_MLa_352_2.docx	Argument	At first, I think that watching anyone doing any kind of physical activity is important.					L
2020_MLa_352_2.docx	Elaboration	When I was a kid, it had become a reason why I went in for sports: I had visited a football match and it inspired me, so I dreamed to become a brilliant player.					L
2020_MLa_352_2.docx	Elaboration	The idea behind this real-life story is that it is important to test yourself.					L
2020_MLa_352_2.docx	Elaboration	Watching people doing physical activity or having a competition in sports may has an influence on anyone, so it will make you want to go in for something new.					L
2020_MLa_352_2.docx	Argument	At second, watching sports on TV or at live events brings you a huge amount of emotions, especially if you chose a team and wish they win.					H
2020_MLa_352_2.docx	Elaboration	I am sure that being nervious when someone struggles in any kind of competition or feeling happines after your favourite player or team has successed is undescribable.					H
2020_MLa_352_2.docx	Elaboration	I wish everyone would have been through it.					L
2020_MLa_352_2.docx	Conclusion	Taking everything into account, it has to be said that everyone can have his own opinion: no one force you to watch sport events if you do not like it or do not feel anything positive, but I am sure that visiting live events or watching it on TV is an important part of my life.					L
2020_MLa_353_2.docx	Introductory material	There are no doubt that live are becoming faster and faster and people not always can find a time to spend it for they like.					H
2020_MLa_353_2.docx	Introductory material	There are many issues and problems that must be solved.					L
2020_MLa_353_2.docx	Thesis	So some people belive that watching sports on TV or at live events is a useless time spending.					L
2020_MLa_353_2.docx	Thesis	In ths essay this issue wii be examined and I will give my opinion and examples.					L
2020_MLa_353_2.docx	Argument	I totaly disagry with this statement because I am sure, that people watching sports for entertaiment and rest.					L
2020_MLa_353_2.docx	Elaboration	Many people like sport and find it really intresting and thrilling.					H
2020_MLa_353_2.docx	Elaboration	Sport shows provide people increadble emotions.					H
2020_MLa_353_2.docx	Elaboration	For example, my dad likes watching some extremal sports TV channels.					H
2020_MLa_353_2.docx	Elaboration	Some sports competition imprease him a lot.					H
2020_MLa_353_2.docx	Elaboration	He always do it after his job, and it really helps him to relax.					L
2020_MLa_353_2.docx	Argument	Also childrean can get motivation to do some sport.					L
2020_MLa_353_2.docx	Elaboration	It is really important benefit of watching any competition like football World Championship.					H
2020_MLa_353_2.docx	Argument	But on another hand, there are many deals and hobbies that can be more usefull for person.					L
2020_MLa_353_2.docx	Elaboration	Some people watching sports to kill their time because they are can be lazy or badly organised.					L
2020_MLa_353_2.docx	Elaboration	While some people improve knowledges by reading books or watching some science shows.					L
2020_MLa_353_2.docx	Elaboration	This time that was wasted by watching sports people could spend it wis their family or friends.					L
2020_MLa_353_2.docx	Conclusion	There are many benefits and arguments againts watching sports.					H
2020_MLa_353_2.docx	Conclusion	But I think, that it can be really usefull for person and society.					L
2020_MLa_353_2.docx	Conclusion	People may become more motivative and try to keep fit hardly, thanks for sports shows.					L
2020_MLa_353_2.docx	Conclusion	It also a good way to get rest and become less stressful and nervous.					L
2020_MLa_353_2.docx	Conclusion	It is really significant for family relationships.					L
2020_MLa_353_2.docx	Conclusion	I beliave that is the primary reason, why watching sport is not useless.					L
2020_MLa_354_2.docx	Introductory material	Some people believe that watching sport is just a waste of time, while other think differently.					H
2020_MLa_354_2.docx	Thesis	In my viewpoint, it is meaningless to spend free time on watching sports on TV or at live sports events.					H
2020_MLa_354_2.docx	Introductory material	The main point is that by watching sports people waste their spare time: as a result, they do not do important and usefull things.					H
2020_MLa_354_2.docx	Argument	First, they do not go in for sport.					H
2020_MLa_354_2.docx	Elaboration	For example, they cannot find much time to do morning exercises or go jogging, which are quite usefull activities for those who tries to keep fit.					L
2020_MLa_354_2.docx	Argument	Second, those who love watching sports have less time on their family members.					L
2020_MLa_354_2.docx	Elaboration	For instance, they may find no time on playing with their childreen or even talking to them, because watching sport often takes lots of evening time.					H
2020_MLa_354_2.docx	Argument	It is also important to point out, that because of spending time on watching sports people might experience plenty of negative emotions.					L
2020_MLa_354_2.docx	Argument	First of all, sports fans often feel sad because their favourite teams or individuals lose.					H
2020_MLa_354_2.docx	Elaboration	For example, they may experience sadness because they believe their sports team will win.					H
2020_MLa_354_2.docx	Argument	Secondly, after watching sports people can become angry.					H
2020_MLa_354_2.docx	Elaboration	For instance, they may conclude that the game was unfair, so they will blame their opponents.					L
2020_MLa_354_2.docx	Conclusion	To sum up, I strongly believe that people should not spend their free time on watching sport, because this is waste of time.					L
2020_MLa_354_2.docx	Conclusion	Such an activity is neither important nor usefull for individuals.					L
2020_MLa_355_2.docx	Introductory material	Nowdays, most sort of sports have many loyalty fans in each country and that fans watch sports channel probably each day.					H
2020_MLa_355_2.docx	Introductory material	Some people think watching television is a waste of time, other people think that watching sports TV it is important in life.					H
2020_MLa_355_2.docx	Thesis	I think, that watching sports channel is important for fans of sport.					H
2020_MLa_355_2.docx	Thesis	This essay will shed some light on my opinion from both sides.					L
2020_MLa_355_2.docx	Argument	The first positive point of watching sport channel is emotions.					L
2020_MLa_355_2.docx	Elaboration	While watching your favorite sport, people will be funny					H
2020_MLa_356_2.docx	Introductory material	Some people are convinced that there is no reason to watch sports and it is a waste of time.					H
2020_MLa_356_2.docx	Thesis	I slightly agree with this statement, because modern person have a lot of other responsibilities and interests to spend time.					L
2020_MLa_356_2.docx	Irrelevant	Also, you can do some sports by yourself.					L
2020_MLa_356_2.docx	Argument	Firstly, time is the most significant resource in the modern life.					L
2020_MLa_356_2.docx	Elaboration	Every single person need to learn something new, gain new skills and increase qualification level to get a well-paid and interesting job.					L
2020_MLa_356_2.docx	Elaboration	For instance, a typical footlball match length is about 90 minutes.					L
2020_MLa_356_2.docx	Elaboration	In this time you can do a lot of useful things like watching videocourse, reading a specialized book or writing a code.					L
2020_MLa_356_2.docx	Argument	Secondly, if you are a sports fan, you can do sports by yourself.					L
2020_MLa_356_2.docx	Elaboration	It is not obligatory to watch a football match, when you can participate in real football match with your friends or colleagues!</Argument> <Elaboration>It would be more healthy option than sitting in front of TV with some snacks.					H
2020_MLa_356_2.docx	Elaboration	Furthermore, you can do some exercises on the fresh air to improve your health and become a better human being.					L
2020_MLa_356_2.docx	Argument	On the other hand, it can be useful to watch sports.					L
2020_MLa_356_2.docx	Elaboration	If you are an amateur sportsman, for example, a boxer, it is reasonable to watch some pro boxing matches, because you can gain some experience from it, like unique offensive and deffensive techniques.					L
2020_MLa_356_2.docx	Conclusion	To sum up, modern people have more important things in their life than just watching sports on TV, because they are tend to work a lot on their self-development.					L
2020_MLa_356_2.docx	Conclusion	However, sometimes it can be reasonable in practical use.					L
2020_MLa_357_2.docx	Introductory material	There are different opinions in our society concerning sports event whether it is useful or not.					H
2020_MLa_357_2.docx	Introductory material	Some people think that it is just waste of time and there is nothing good to watch sports.					H
2020_MLa_357_2.docx	Introductory material	Others believe that watching sports bring much benefits.					H
2020_MLa_357_2.docx	Introductory material	So, who is right?					L
2020_MLa_357_2.docx	Thesis	As far as I am concerned, watching some sport events is good way to spend your free time.					L
2020_MLa_357_2.docx	Introductory material	Actually, I think that there are lots benefits watching sports.					H
2020_MLa_357_2.docx	Argument	Firstly, we all know that communication with other people is really important fo all the people, and sport provides good chance to watch it on TV or visit live events together with your friend or family.					L
2020_MLa_357_2.docx	Argument	Secondly, watching the successes of sportsmen can motivate people to start doing some sports, too.					H
2020_MLa_357_2.docx	Elaboration	Obviously, this is really good for health.					L
2020_MLa_357_2.docx	Argument	Finally, watching sports can be just one the ways how to relax after the school, work on anything else like that.					L
2020_MLa_357_2.docx	Introductory material	However, there are several arguments for the opposite opinion.					L
2020_MLa_357_2.docx	Argument	First of all, most of sport events are not intelligent at all, thus they cannot promote nothing good and useful to anybody.					L
2020_MLa_357_2.docx	Argument	Furthermore, you have to spend much time to watch sports, whereas you can spend it to something more useful for you like studying, working or cleaning the house.					H
2020_MLa_357_2.docx	Argument	Moreover, in some cases visiting live sport events can be dangerouos if we talk about something like football derby or carting.					L
2020_MLa_357_2.docx	Conclusion	In conclusion, I would like to say that despite the fact that there are arguments to both points of view, I still believe that watching sport brings more positive than negative in our lives.					H
2020_MLa_358_2.docx	Introductory material	Spending time watching sports events is not worth it.					H
2020_MLa_358_2.docx	Introductory material	Some people claim that any sport is waisting of time.					H
2020_MLa_358_2.docx	Introductory material	However, others believe that watching sports can bring a lot of positive emotions and improve knowledge of this sport.					L
2020_MLa_358_2.docx	Thesis	In my opinion, watching or doing any kind of sport professionally is waste of time and health.					H
2020_MLa_358_2.docx	Argument	Firstly, people always get stressed because of hard situations while they are watching sport.					H
2020_MLa_358_2.docx	Elaboration	It can provide heart problems.					L
2020_MLa_358_2.docx	Argument	Secondary, i don't know healthy people from any sport.					H
2020_MLa_358_2.docx	Elaboration	This happen because they need to do a lot of exersizes everyday and it is not good for their bones.					L
2020_MLa_358_2.docx	Elaboration	So, people watch sport and after that they are trying to do some sport elements and get real problems with their health.					L
2020_MLa_358_2.docx	Elaboration	Finally, my friend was a really big fan of football.					L
2020_MLa_358_2.docx	Elaboration	He watch a lot of matches on tv and after 5 years only that he got is bad eyes.					L
2020_MLa_358_2.docx	Introductory material	On the other hand, there are those who oppose my opinion.					L
2020_MLa_358_2.docx	Argument	They think that watching any sport can improve team spirit and also it is really good opportunity to make friends.					L
2020_MLa_358_2.docx	Argument	Also, some people can inspire by any sportsmen and start they own career.					H
2020_MLa_358_2.docx	Elaboration	There are a lot of money and good people in sport industry, it could be good idea to go there.					H
2020_MLa_358_2.docx	Argument	In addition, people become happy when their team wins and gets prizes.					L
2020_MLa_358_2.docx	Argument	I doubt this point of view as to my mind watching sport is not so important.					L
2020_MLa_358_2.docx	Argument	Moreover, sport careers are very risky and about 1 percent of all people from sport gets more than 300.000$ a year.					H
2020_MLa_358_2.docx	Irrelevant	People are spending time like this because they are lazy and don't want to do by themselves.					L
2020_MLa_358_2.docx	Conclusion	All in all, it is not good idea to spend time watching sport.					L
2020_MLa_358_2.docx	Conclusion	It can cause a lot of problems and people can do some things that are more important in their lives.					L
2020_MLa_359_2.docx	Introductory material	Some individuals say that watching sports is wasting of time.					H
2020_MLa_359_2.docx	Thesis	In our days pupil have a lack of time, but how it joint with watching sports?					H
2020_MLa_359_2.docx	Argument	In one hand, the main reason why humans watching entertainment programms, include sports, is that they are attractive and help to relax.					H
2020_MLa_359_2.docx	Elaboration	There are a lot of scientific studies of human brain that tell us how change of lifestyle or switching between activities help brain to stay eligable and healthy.					L
2020_MLa_359_2.docx	Elaboration	But not always watching sports can be named activity.					L
2020_MLa_359_2.docx	Elaboration	For example, if watching football attract human to play football, its probably to say that watching football help this human become more healthy.					H
2020_MLa_359_2.docx	Elaboration	Watching sports becomes posterior acitvity.					H
2020_MLa_359_2.docx	Elaboration	And in the same time than man watch TV he relax.					L
2020_MLa_359_2.docx	Elaboration	In this case, watching sports is not lack of time, because all that make human more healthy is good.					H
2020_MLa_359_2.docx	Argument	In the other hand, often humans do not become more acitiv after watching sports.					H
2020_MLa_359_2.docx	Elaboration	Reversly, they became more lazy, eating more snacks and consume wealthy food.					L
2020_MLa_359_2.docx	Elaboration	And appropriate consicuensis that human become fat, his health is dive down and brain work worse.					H
2020_MLa_359_2.docx	Elaboration	In this case watching sports not healthy and good at all, and we can name it lack of time.					L
2020_MLa_359_2.docx	Conclusion	Finally, as said before every case and circumstances are individually, but if human try to take good things from attractions, like watching sports, we cannot name it lack of time.					H
2020_MLa_35_2.docx	Introductory material	Someone is sure that watching sport is a waste of time.					H
2020_MLa_35_2.docx	Introductory material	The other people belive that it is not true.					L
2020_MLa_35_2.docx	Thesis	But I think that (DS) watching sport is not a waste of time and it has a lot of pluses.					L
2020_MLa_35_2.docx	Argument	Firstly (DS), if (DS) you think that it is interesting you can relax used it when (DS) you are really tired.					H
2020_MLa_35_2.docx	Elaboration	Imagine, you come home from your work, you are very tired, you sit down on you bed and (DS) watching what you like.					H
2020_MLa_35_2.docx	Elaboration	It is amazing.					L
2020_MLa_35_2.docx	Argument	Secondly (DS), you can do it with your friends or (DS) famile.					L
2020_MLa_35_2.docx	Elaboration	It vary fun and nice to meet with your friends, buy some cheeps and jusse and (DS) watch footbole.					L
2020_MLa_35_2.docx	Argument	Thirty (DS), when (DS) you see how someone is doing something you could want to do it too.					L
2020_MLa_35_2.docx	Elaboration	And (DS) it is good for you.					H
2020_MLa_35_2.docx	Elaboration	Because (DS) sport is good.					H
2020_MLa_35_2.docx	Elaboration	And (DS) it is important make your fit in normal.					H
2020_MLa_35_2.docx	Irrelevant	On the other hand (DS), you can do something that is more important in this time.					H
2020_MLa_35_2.docx	Irrelevant	For example (DS), read a book or learn English.					L
2020_MLa_35_2.docx	Irrelevant	But (DS) you are watching sport.					L
2020_MLa_35_2.docx	Conclusion	In conclusion (DS) I want to say that (DS) watchin sport is not bad.					H
2020_MLa_35_2.docx	Conclusion	It has a lot of pluses for you an their number is majority.					L
2020_MLa_35_2.docx	Conclusion	And (DS) if (DS) you want to watch it just do it.					L
2020_MLa_35_2.docx	Conclusion	What are you want is must important.					L
2020_MLa_360_2.docx	Introductory material	One group of people believes that watching sports is a waste of time.					H
2020_MLa_360_2.docx	Introductory material	However the other people think the different way.					H
2020_MLa_360_2.docx	Thesis	As for my opinion I feel that both sides have some advantages and disadvantages.					L
2020_MLa_360_2.docx	Thesis	I can understand why some people think that sport events are userful for viewers, however it is pretty fun to spend some free time like this.					L
2020_MLa_360_2.docx	Argument	On the one hand, watching sports is interesting hobby.					H
2020_MLa_360_2.docx	Elaboration	As we know people all over the world like to watch football either on TV or at live events.					H
2020_MLa_360_2.docx	Elaboration	I find this hobby fun for spending time with family or friends.					L
2020_MLa_360_2.docx	Elaboration	For instance, the football world cup was in 2018.					L
2020_MLa_360_2.docx	Elaboration	It was very exiting to follow the success of the Russian team.					L
2020_MLa_360_2.docx	Elaboration	The whole country was very happy.					L
2020_MLa_360_2.docx	Elaboration	Fifteenth of july was the last day of world cup and it was my birthday.					L
2020_MLa_360_2.docx	Elaboration	There were a lot of fans on the Red Square.					L
2020_MLa_360_2.docx	Elaboration	I had fun with my friends.					L
2020_MLa_360_2.docx	Argument	On the other hand, it is much more userfull and fascinatingly to do sports by yourself.					L
2020_MLa_360_2.docx	Elaboration	You can do whatever you want: skiing, football, basketball, badminton and more other.					H
2020_MLa_360_2.docx	Elaboration	Playing sports is good for your health.					L
2020_MLa_360_2.docx	Elaboration	For example, I feel much better when I do some sports in the morning.					H
2020_MLa_360_2.docx	Elaboration	My brother likes to joining me.					L
2020_MLa_360_2.docx	Elaboration	Besides sport helps us to be strong and friendly family.					H
2020_MLa_360_2.docx	Conclusion	In conclusion i want to say that both points of view take place.					L
2020_MLa_360_2.docx	Conclusion	Watching sports events is exiting, however doing sports is very userful and fun.					L
2020_MLa_361_2.docx	Introductory material	Some people believe that watching sports on stadium or TV is unnesesary.					H
2020_MLa_361_2.docx	Thesis	Personally, I think that sport is very important for people and sometimes you should watch it, but most of people have not time for it.					H
2020_MLa_361_2.docx	Argument	On the one hand, every person know that sports help to be healthy.					L
2020_MLa_361_2.docx	Elaboration	I think that every mother in the whole world say it to her children very often.					L
